0.067 0.423 0.055
0.170 0.510 0.060
0.220 0.420 0.070
0.250 0.351 0.058
0.370 0.460 0.038
0.410 0.450 0.040
0.570 0.450 0.011
0.600 0.433 0.066
0.770 0.490 0.180
0.780 0.380 0.040
0.800 0.470 0.080
0.300 0.408 0.055
0.440 0.413 0.080
0.730 0.437 0.072
0.320 0.384 0.095
0.350 0.429 0.089
0.800 0.470 0.080


